,angry,box,disgust,fear,happy,neutral,sad,surprise
0,0.03999999910593033,[218 114 134 134],0.0,0.0,0.14000000059604645,0.75,0.05999999865889549,0.0
1,0.03999999910593033,[218 114 134 134],0.0,0.0,0.14000000059604645,0.75,0.05999999865889549,0.0
2,0.07999999821186066,[222 114 127 127],0.0,0.009999999776482582,0.11999999731779099,0.6899999976158142,0.10000000149011612,0.0
3,0.05000000074505806,[222 113 129 129],0.0,0.009999999776482582,0.25999999046325684,0.6000000238418579,0.05999999865889549,0.019999999552965164
4,0.029999999329447746,[221 110 133 133],0.0,0.009999999776482582,0.5899999737739563,0.27000001072883606,0.03999999910593033,0.05999999865889549
5,0.009999999776482582,[222 110 128 128],0.0,0.0,0.8399999737739563,0.07000000029802322,0.009999999776482582,0.05999999865889549
6,0.009999999776482582,[220 109 130 130],0.0,0.0,0.8999999761581421,0.05000000074505806,0.009999999776482582,0.029999999329447746
7,0.0,[218 108 130 130],0.0,0.0,0.9599999785423279,0.009999999776482582,0.0,0.019999999552965164
8,0.0,[216 110 133 133],0.0,0.0,0.9399999976158142,0.029999999329447746,0.019999999552965164,0.009999999776482582
9,0.0,[214 109 134 134],0.0,0.0,0.9700000286102295,0.019999999552965164,0.009999999776482582,0.009999999776482582
10,0.009999999776482582,[214 108 136 136],0.0,0.0,0.9300000071525574,0.03999999910593033,0.019999999552965164,0.009999999776482582
11,0.0,[217 110 131 131],0.0,0.0,0.9599999785423279,0.019999999552965164,0.009999999776482582,0.0
12,0.0,[216 110 133 133],0.0,0.0,0.9900000095367432,0.009999999776482582,0.0,0.0
13,0.0,[212 110 137 137],0.0,0.0,0.9900000095367432,0.0,0.0,0.0
14,0.009999999776482582,[209 109 141 141],0.0,0.0,0.9800000190734863,0.0,0.0,0.009999999776482582
15,0.0,[210 111 136 136],0.0,0.0,0.9800000190734863,0.009999999776482582,0.0,0.009999999776482582
16,0.009999999776482582,[208 110 140 140],0.0,0.0,0.949999988079071,0.019999999552965164,0.009999999776482582,0.019999999552965164
17,0.0,[210 112 138 138],0.0,0.0,0.949999988079071,0.019999999552965164,0.009999999776482582,0.009999999776482582
18,0.009999999776482582,[211 113 133 133],0.0,0.0,0.9399999976158142,0.019999999552965164,0.009999999776482582,0.019999999552965164
19,0.0,[213 115 130 130],0.0,0.0,0.9700000286102295,0.009999999776482582,0.0,0.009999999776482582
20,0.009999999776482582,[214 118 129 129],0.0,0.0,0.9599999785423279,0.019999999552965164,0.009999999776482582,0.0
21,0.009999999776482582,[213 118 131 131],0.0,0.0,0.9599999785423279,0.029999999329447746,0.0,0.0
22,0.07999999821186066,[216 118 127 127],0.0,0.0,0.7699999809265137,0.11999999731779099,0.029999999329447746,0.0
23,0.03999999910593033,[213 117 133 133],0.0,0.0,0.7099999785423279,0.20999999344348907,0.029999999329447746,0.0
24,0.019999999552965164,[218 119 128 128],0.0,0.0,0.8999999761581421,0.05999999865889549,0.019999999552965164,0.0
25,0.009999999776482582,[220 117 130 130],0.0,0.0,0.9200000166893005,0.05000000074505806,0.019999999552965164,0.0
26,0.0,[222 113 131 131],0.0,0.0,0.9800000190734863,0.009999999776482582,0.0,0.0
27,0.0,[223 114 132 132],0.0,0.0,0.9800000190734863,0.009999999776482582,0.0,0.0
28,0.0,[226 115 134 134],0.0,0.0,0.9900000095367432,0.0,0.0,0.0
29,0.0,[228 115 134 134],0.0,0.0,0.9900000095367432,0.009999999776482582,0.0,0.0
30,0.0,[230 116 131 131],0.0,0.0,0.9700000286102295,0.029999999329447746,0.0,0.0
31,0.0,[230 117 131 131],0.0,0.0,0.9599999785423279,0.029999999329447746,0.0,0.0
32,0.0,[230 117 131 131],0.0,0.0,0.9599999785423279,0.03999999910593033,0.0,0.0
33,0.0,[231 119 129 129],0.0,0.0,0.9800000190734863,0.009999999776482582,0.0,0.0
34,0.009999999776482582,[229 118 131 131],0.0,0.0,0.9399999976158142,0.029999999329447746,0.009999999776482582,0.009999999776482582
35,0.03999999910593033,[229 118 132 132],0.0,0.0,0.7300000190734863,0.17000000178813934,0.03999999910593033,0.009999999776482582
36,0.07000000029802322,[230 118 130 130],0.0,0.0,0.38999998569488525,0.5,0.03999999910593033,0.009999999776482582
37,0.05000000074505806,[230 119 130 130],0.0,0.0,0.4699999988079071,0.41999998688697815,0.05000000074505806,0.009999999776482582
38,0.07000000029802322,[230 119 127 127],0.0,0.009999999776482582,0.550000011920929,0.2800000011920929,0.05999999865889549,0.029999999329447746
39,0.09000000357627869,[230 118 130 130],0.0,0.0,0.3799999952316284,0.4300000071525574,0.09000000357627869,0.009999999776482582
40,0.14000000059604645,[230 118 129 129],0.0,0.009999999776482582,0.09000000357627869,0.6600000262260437,0.10000000149011612,0.009999999776482582
41,0.07000000029802322,[229 114 132 132],0.0,0.0,0.07999999821186066,0.7699999809265137,0.05999999865889549,0.019999999552965164
42,0.07000000029802322,[230 114 129 129],0.0,0.0,0.10999999940395355,0.6899999976158142,0.10000000149011612,0.019999999552965164
43,0.0,[225 111 137 137],0.0,0.0,0.9800000190734863,0.009999999776482582,0.0,0.009999999776482582
44,0.0,[225 111 136 136],0.0,0.0,0.9100000262260437,0.019999999552965164,0.009999999776482582,0.05999999865889549
45,0.0,[223 112 139 139],0.0,0.0,0.9700000286102295,0.009999999776482582,0.0,0.009999999776482582
46,0.009999999776482582,[226 112 133 133],0.0,0.0,0.7799999713897705,0.1899999976158142,0.009999999776482582,0.009999999776482582
47,0.009999999776482582,[228 113 131 131],0.0,0.0,0.5600000023841858,0.38999998569488525,0.029999999329447746,0.009999999776482582
48,0.009999999776482582,[227 114 130 130],0.0,0.0,0.5699999928474426,0.4000000059604645,0.019999999552965164,0.009999999776482582
49,0.009999999776482582,[227 114 130 130],0.0,0.0,0.6200000047683716,0.33000001311302185,0.019999999552965164,0.009999999776482582
50,0.009999999776482582,[225 113 135 135],0.0,0.0,0.7400000095367432,0.20999999344348907,0.019999999552965164,0.009999999776482582
51,0.019999999552965164,[227 113 132 132],0.0,0.0,0.09000000357627869,0.8500000238418579,0.029999999329447746,0.009999999776482582
52,0.029999999329447746,[225 110 138 138],0.0,0.0,0.07000000029802322,0.8399999737739563,0.05000000074505806,0.009999999776482582
53,0.07000000029802322,[226 112 134 134],0.0,0.009999999776482582,0.23000000417232513,0.5899999737739563,0.05000000074505806,0.05000000074505806
54,0.07999999821186066,[224 112 136 136],0.009999999776482582,0.009999999776482582,0.5299999713897705,0.1599999964237213,0.03999999910593033,0.17000000178813934
55,0.029999999329447746,[222 113 135 135],0.009999999776482582,0.009999999776482582,0.5099999904632568,0.029999999329447746,0.019999999552965164,0.4000000059604645
